Job_Title,Salary_Estimate,Company_Name,Location,Headquarters,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Min_Salary,Max_Salary,Avg_Salary,company_txt,Job_Location,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit_Learn,TensorFlow,Hadoop,Tableau,Power_BI,Flink,MongoDB,Google_Analytics,Job_Category,Seniority_Title,Degree_Required,Company_Rating,State_Wise,Company_Man_Power,Company_Man_Power_Category,Founded_Year,Company_Age,Ownership_Type
r d specialist  food scientist,$39K-$66K (Glassdoor est.),Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66,52.5,Teasdale Latin Foods,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,2.4,IL,501 - 1000,Medium,,,Private
senior research scientist machine learning,$81K-$167K (Glassdoor est.),Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167,124.0,Software Engineering Institute,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML Engineer,Senior,PhD,2.6,PA,501 - 1000,Medium,1984,42,Education
analytics manager   data mart,$42K-$86K (Glassdoor est.),Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86,64.0,Central California Alliance for Health,CA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Manager,Not Specified,Not_Specified,3.5,CA,501 - 1000,Medium,1996,30,Nonprofit
sr  data engineer   contract to hire  java ,$69K-$127K (Glassdoor est.),Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Masters,3.0,TN,10000+,Very Large,1958,68,Private
med tech lab scientist  south coastal lab,$21-$34 Per Hour(Glassdoor est.),Beebe Healthcare,"Millville, DE","Lewes, DE",Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,43,70,56.5,Beebe Healthcare,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.6,DE,1001 - 5000,Large,1935,91,Nonprofit
food scientist   developer,$40K-$68K (Glassdoor est.),Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68,54.0,Palermo's Pizza,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.3,WI,501 - 1000,Medium,1964,62,Private
staff scientist downstream process development,$49K-$113K (Glassdoor est.),Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,Advanced BioScience Laboratories,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,2.7,MD,201 - 500,Medium,1961,65,Private
sr  data engineer,$75K-$140K (Glassdoor est.),Echo Global Logistics,"Chicago, IL","Chicago, IL",Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,3.4,IL,1001 - 5000,Large,2005,21,Public
data scientist   quantitative,$86K-$139K (Glassdoor est.),Truckstop.com,"Chicago, IL","New Plymouth, ID",Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,86,139,112.5,Truckstop.com,IL,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Not Specified,Masters,3.8,IL,501 - 1000,Medium,1995,31,Private
data scientist,$66K-$112K (Glassdoor est.),Lockheed Martin,"Herndon, VA","Bethesda, MD",Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",0,0,66,112,89.0,Lockheed Martin,VA,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.7,VA,10000+,Very Large,1995,31,Public
senior research statistician  data scientist,$76K-$125K (Glassdoor est.),Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,76,125,100.5,Acuity Insurance,WI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,4.8,WI,1001 - 5000,Large,1925,101,Private
business data analyst  sql ,$44K-$86K (Glassdoor est.),Fareportal,"New York, NY","New York, NY",Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,Fareportal,NY,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,3.8,NY,1001 - 5000,Large,2002,24,Private
medical technologist   clinical laboratory scientist,$15-$25 Per Hour(Glassdoor est.),"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, DC",Federal Agencies,Government,Unknown / Non-Applicable,-1,1,0,31,52,41.5,"Veterans Affairs, Veterans Health Administration",LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,3.4,LA,10000+,Very Large,1930,96,Government
data scientist,$53K-$92K (Glassdoor est.),Credera,"Dallas, TX","Dallas, TX",Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,53,92,72.5,Credera,TX,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,Not Specified,Masters,4.3,TX,201 - 500,Medium,1999,27,Subsidiary
senior data analyst,$44K-$78K (Glassdoor est.),KnowBe4,"Clearwater, FL","Clearwater, FL",Security Services,Business Services,$100 to $500 million (USD),-1,0,0,44,78,61.0,KnowBe4,FL,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Masters,4.8,FL,501 - 1000,Medium,2010,16,Private
bi   platform analytics manager,$85K-$134K (Glassdoor est.),Church & Dwight,"Ewing, NJ","Ewing, NJ",Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,0,85,134,109.5,Church & Dwight,NJ,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Manager,Not Specified,Masters,3.4,NJ,1001 - 5000,Large,1846,180,Public
data engineer,$59K-$110K (Glassdoor est.),Cogo Labs,"Cambridge, MA","Cambridge, MA",Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,59,110,84.5,Cogo Labs,MA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.9,MA,51 - 200,Small,2005,21,Private
data scientist,$64K-$111K (Glassdoor est.),Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,0,0,64,111,87.5,Spectrum Communications and Consulting,IL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.4,IL,51 - 200,Small,1992,34,Private
data analyst,$65K-$120K (Glassdoor est.),NCSOFT,"San Mateo, CA","Seoul, South Korea",Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,65,120,92.5,NCSOFT,CA,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.1,CA,1001 - 5000,Large,1997,29,Public
associate data scientist computer scientist,$60K-$103K (Glassdoor est.),MITRE,"McLean, VA","Bedford, MA",Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,60,103,81.5,MITRE,VA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.2,VA,5001 - 10000,Large,1958,68,Nonprofit
business intelligence analyst   developer,$53K-$105K (Glassdoor est.),"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",0,0,53,105,79.0,"Dayton Freight Lines, Inc.",OH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.3,OH,1001 - 5000,Large,1981,45,Private
lead data scientist,$124K-$204K (Glassdoor est.),MassMutual,"Boston, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,124,204,164.0,MassMutual,MA,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Senior,PhD,3.6,MA,5001 - 10000,Large,1851,175,Private
sr  data scientist   analytics  personalized healthcare  phc ,$131K-$207K (Glassdoor est.),Genentech,"South San Francisco, CA","South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,131,207,169.0,Genentech,CA,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Senior,PhD,3.9,CA,10000+,Very Large,1976,50,Subsidiary
senior data scientist,$110K-$174K (Glassdoor est.),Juniper Networks,"Cupertino, CA","Sunnyvale, CA",Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,110,174,142.0,Juniper Networks,CA,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Data Scientist,Senior,PhD,3.8,CA,5001 - 10000,Large,1996,30,Public
data analyst,$33K-$62K (Glassdoor est.),Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",Social Assistance,Non-Profit,$50 to $100 million (USD),-1,0,0,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,2.8,CA,501 - 1000,Medium,,,Nonprofit
pricipal scientist molecular and cellular biologist,$52K-$101K (Glassdoor est.),Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52,101,76.5,Takeda Pharmaceuticals,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.7,MA,10000+,Very Large,1781,245,Public
data analyst,$48K-$90K (Glassdoor est.),TrueAccord,"San Francisco, CA","San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,48,90,69.0,TrueAccord,CA,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,3.4,CA,51 - 200,Small,2013,13,Private
data analyst,$34K-$64K (Glassdoor est.),DRB Systems,"Meridian, ID","Akron, OH",Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,34,64,49.0,DRB Systems,ID,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.0,ID,201 - 500,Medium,1984,42,Private
staff data scientist,$132K-$211K (Glassdoor est.),Western Digital,"San Jose, CA","San Jose, CA",Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132,211,171.5,Western Digital,CA,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,CA,10000+,Very Large,1970,56,Public
data scientist  actuary  fsa or asa ,$81K-$133K (Glassdoor est.),Legal & General America,"Frederick, MD","Frederick, MD",Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,81,133,107.0,Legal & General America,MD,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,MD,501 - 1000,Medium,1981,45,Private
system and data analyst,$42K-$76K (Glassdoor est.),Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,42,76,59.0,Corcentric,NJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,3.7,NJ,201 - 500,Medium,1996,30,Private
data scientist,$66K-$111K (Glassdoor est.),U.Group,"Indianapolis, IN","Arlington, VA",IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,66,111,88.5,U.Group,IN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,IN,201 - 500,Medium,2019,7,Private
data engineer 5   contract  remote ,$74K-$140K (Glassdoor est.),The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,4.2,UT,10000+,Very Large,,,Nonprofit
digital health data scientist,$63K-$110K (Glassdoor est.),Pfizer,"Cambridge, MA","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,Pfizer,MA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.0,MA,10000+,Very Large,1849,177,Public
data scientist,$63K-$105K (Glassdoor est.),SMC 3,"Louisville, KY","Peachtree City, GA",Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,63,105,84.0,SMC 3,KY,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,4.3,KY,51 - 200,Small,1935,91,Nonprofit
data   analytics consultant  nyc ,$91K-$138K (Glassdoor est.),Systems Evolution Inc.,"New York, NY","Cincinnati, OH",Consulting,Business Services,$50 to $100 million (USD),-1,0,0,91,138,114.5,Systems Evolution Inc.,NY,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Masters,4.7,NY,201 - 500,Medium,1992,34,Private
senior scientist   neuroscience,$100K-$190K (Glassdoor est.),Sunovion,"Marlborough, MA","Marlborough, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100,190,145.0,Sunovion,MA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,3.5,MA,1001 - 5000,Large,2010,16,Private
data engineer,$62K-$114K (Glassdoor est.),Eventbrite,"Nashville, TN","San Francisco, CA",Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,62,114,88.0,Eventbrite,TN,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.4,TN,1001 - 5000,Large,2006,20,Public
big data engineer   chicago   future opportunity,$71K-$129K (Glassdoor est.),Centro,"Chicago, IL","Chicago, IL",Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,0,71,129,100.0,Centro,IL,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.1,IL,501 - 1000,Medium,2001,25,Private
senior data analyst,$43K-$80K (Glassdoor est.),National Student Clearinghouse,"Herndon, VA","Herndon, VA",Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43,80,61.5,National Student Clearinghouse,VA,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Senior,Masters,2.9,VA,201 - 500,Medium,1993,33,Nonprofit
data scientist,$74K-$119K (Glassdoor est.),comScore,"Portland, OR","Reston, VA",Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",0,0,74,119,96.5,comScore,OR,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,2.5,OR,1001 - 5000,Large,1999,27,Public
survey data analyst,$55K-$97K (Glassdoor est.),SullivanCotter,"Minneapolis, MN","Chicago, IL",Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,55,97,76.0,SullivanCotter,MN,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,MN,201 - 500,Medium,1992,34,Private
data scientist,$15K-$16K(Employer est.),NPD,"Port Washington, NY","Port Washington, NY",Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,15,16,15.5,NPD,NY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.9,NY,1001 - 5000,Large,1966,60,Private
data scientist,$61K-$106K (Glassdoor est.),Bakery Agency,"Austin, TX","Austin, TX",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,61,106,83.5,Bakery Agency,TX,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Scientist,Not Specified,Not_Specified,4.3,TX,Unknown,Unknown,2010,16,Private
risk and analytics it  data scientist,$91K-$149K (Glassdoor est.),State of Wisconsin Investment Board,"Madison, WI","Madison, WI",Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,91,149,120.0,State of Wisconsin Investment Board,WI,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Not_Specified,2.7,WI,51 - 200,Small,1951,75,Government
data scientist,$127K-$199K (Glassdoor est.),Genentech,"South San Francisco, CA","South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,127,199,163.0,Genentech,CA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.9,CA,10000+,Very Large,1976,50,Subsidiary
lead health data analyst   front end,$74K-$126K (Glassdoor est.),Blue Cross & Blue Shield of Rhode Island,"Providence, RI","Providence, RI",Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,74,126,100.0,Blue Cross & Blue Shield of Rhode Island,RI,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not_Specified,3.4,RI,501 - 1000,Medium,1939,87,Nonprofit
research scientist,$33K-$72K (Glassdoor est.),Boys Town,"Omaha, NE","Omaha, NE",Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33,72,52.5,Boys Town,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.8,NE,1001 - 5000,Large,1917,109,Nonprofit
medical lab scientist,$17-$24 Per Hour(Glassdoor est.),Tower Health,"West Reading, PA","Reading, PA",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,35,49,42.0,Tower Health,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.6,PA,5001 - 10000,Large,2017,9,Nonprofit
junior data analyst,$37K-$63K (Glassdoor est.),The HSC Health Care System,"Washington, DC","Washington, DC",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,37,63,50.0,The HSC Health Care System,DC,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Junior,Masters,3.3,DC,501 - 1000,Medium,1883,143,Nonprofit
sql  data engineer,$67K-$119K (Glassdoor est.),Pro-Sphere Tek,"Austin, TX","Alexandria, VA",Consulting,Business Services,$50 to $100 million (USD),-1,0,0,67,119,93.0,Pro-Sphere Tek,TX,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,Not Specified,Masters,3.4,TX,201 - 500,Medium,2006,20,Private
data scientist,$72K-$117K (Glassdoor est.),Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,0,0,72,117,94.5,Ameritas Life Insurance Corp,OH,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.0,OH,1001 - 5000,Large,1887,139,Private
senior data scientist,$116K-$185K (Glassdoor est.),Autodesk,"San Francisco, CA","San Rafael, CA",Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,185,150.5,Autodesk,CA,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Data Scientist,Senior,PhD,4.0,CA,5001 - 10000,Large,1982,44,Public
data scientist,$78K-$126K (Glassdoor est.),Genworth,"Raleigh, NC","Richmond, VA",Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",0,0,78,126,102.0,Genworth,NC,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Data Scientist,Not Specified,Masters,3.7,NC,1001 - 5000,Large,2004,22,Public
scientist  analytical development,$42K-$82K (Glassdoor est.),Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,42,82,62.0,Rubius Therapeutics,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,4.4,MA,201 - 500,Medium,2013,13,Public
analytics manager,$59K-$116K (Glassdoor est.),OneMagnify,"Dearborn, MI","Detroit, MI",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,59,116,87.5,OneMagnify,MI,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Manager,Not Specified,Not_Specified,4.3,MI,201 - 500,Medium,1967,59,Private
clinical data scientist,$63K-$105K (Glassdoor est.),Pfizer,"Groton, CT","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,105,84.0,Pfizer,CT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.0,CT,10000+,Very Large,1849,177,Public
data scientist,$109K-$177K (Glassdoor est.),Novetta,"Herndon, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143.0,Novetta,VA,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
sr  data scientist  cyber security lt contract,$116K-$194K (Glassdoor est.),"Numeric, LLC","Phila, PA","Chadds Ford, PA",Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,116,194,155.0,"Numeric, LLC",PA,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Senior,Masters,3.2,PA,Unknown,Unknown,,,Private
data engineer,$48K-$95K (Glassdoor est.),IZEA,"Winter Park, FL","Winter Park, FL",Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48,95,71.5,IZEA,FL,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.2,FL,51 - 200,Small,2006,20,Public
data scientist,$83K-$133K (Glassdoor est.),Trace Data,"Oakland, CA","Santa Ana, CA",Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,83,133,108.0,Trace Data,CA,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.9,CA,51 - 200,Small,2000,26,Private
sr  scientist   digital   image analysis computational pathology,$105K-$198K (Glassdoor est.),Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105,198,151.5,Takeda Pharmaceuticals,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,3.7,CA,10000+,Very Large,1781,245,Public
digital marketing   ecommerce data analyst,$31K-$72K (Glassdoor est.),Vionic Group,"San Rafael, CA","San Rafael, CA","Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,0,0,31,72,51.5,Vionic Group,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Data Analyst,Not Specified,Not_Specified,3.6,CA,51 - 200,Small,2006,20,Subsidiary
principal scientist   immunologist,$98K-$182K (Glassdoor est.),Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98,182,140.0,Takeda Pharmaceuticals,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,3.7,MA,10000+,Very Large,1781,245,Public
senior data analyst,$55K-$100K (Glassdoor est.),Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,55,100,77.5,Dodge Data & Analytics,NJ,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not_Specified,2.8,NJ,201 - 500,Medium,2014,12,Private
insurance financial data analyst,$45K-$82K (Glassdoor est.),Clearwater Analytics,"Boise, ID","Boise, ID",Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,45,82,63.5,Clearwater Analytics,ID,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,ID,501 - 1000,Medium,2004,22,Private
data scientist,$83K-$135K (Glassdoor est.),"Tekvalley, Corp.","San Francisco, CA","Pleasanton, CA",IT Services,Information Technology,Less than $1 million (USD),-1,0,0,83,135,109.0,"Tekvalley, Corp.",CA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.0,CA,Unknown,Unknown,,,Private
data scientist,$70K-$122K (Glassdoor est.),BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,0,0,70,122,96.0,BWX Technologies,TN,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,TN,5001 - 10000,Large,1850,176,Public
principal data scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",IT Services,Information Technology,$5 to $10 million (USD),-1,0,1,200,250,225.0,CA-One Tech Clou,CA,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Senior,Not_Specified,-1.0,CA,51 - 200,Small,2017,9,Private
data engineer,$70K-$132K (Glassdoor est.),PennyMac,"Agoura Hills, CA","Westlake Village, CA",Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,70,132,101.0,PennyMac,CA,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.2,CA,1001 - 5000,Large,2008,18,Public
senior data scientist,$73K-$124K (Glassdoor est.),Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",0,0,73,124,98.5,Plymouth Rock Assurance,NJ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.3,NJ,1001 - 5000,Large,1982,44,Private
